,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,Class
GSM152849,-3.115318017,4.478140713,-1.295069349,-0.003266485,2.254613445,0.233856242,2.371543376,2.601013232,-0.562584827,-0.265071042,0.178109267,-0.785422705,-1.015274823,1.572758914,2.146685588,-0.297100118,1.385277681,-0.907298353,0.70578377,-1.606243061,0.415596633,-0.036973024,-0.08230207,0.002809296,-0.346145664,0.553903574,-0.606902115,1.137130466,-1.158226593,0.933465779,1.467025689,-0.269188365,0.450632476,0.333838312,-0.057475443,1.011087889,-0.849679495,0.014191863,-0.032294067,0.080147062,1.292795296,0.044238678,-0.792844911,0.24713508,-0.769176112,-0.202856346,0.501009662,-0.064392045,0.074681082,-0.230023751,2.523027978,0.6959134,0.760380131,0.473157377,-0.835874905,0.126008561,0.378779783,1.221378011,0.373509615,-0.216304732,-0.569725334,-0.207774195,0.526836145,0.616264485,0.201924635,-0.415518176,1.652988347,-2.052988544,0.106607204,0.295743273,-0.539246612,-0.604903157,-1.063730448,-0.223723821,0.495776511,-1.018119411,0.202443039,-1.725845769,-0.448561364,-0.17202007,1.89967984,0.612676332,0.102576415,-0.455143636,-0.012680203,0.159288843,1.331049666,-0.001200447,0.017888178,0.070756788,-0.504356361,-0.455929793,1.082669358,-1.312015537,-0.107306672,0.697666396,0.827814876,1.24102774,-0.734977052,0.665563192,0.477831997,0.942890399,0.162632644,-0.268768232,-0.257260132,0.954798552,0.265028985,-0.13615218,0.005864072,-1.69742445,0.350164908,0.435085911,0.372538285,0.247336249,-0.988294485,0.222982909,0.238872173,0.2239829,0.134439356,-0.062401187,0.269845976,0.062558532,0.410470634,0.163877124,-0.21698843,-0.044033493,0.197216619,-0.156615502,0.610847424,-0.498605951,0.139075439,0.094864625,0.524522721,0.014793082,-0.140467334,-0.185896022,0.691122618,0.264644544,-0.141342183,-0.005629239,-0.217900793,-0.153311702,-0.069526859,0.138241329,0.096533925,0.152236142,0.367037129,0.354627522,-0.119816326,0.044082737,0.06083627,0.01079311,-0.280812096,0.086977031,0.424233917,-0.341780318,0.19968283,-0.053522733,-0.126153307,-0.154534135,-0.036661225,0.013320797,-0.2067211,-0.090075858,1.43E-15,Normal
GSM152850,-1.386139515,4.33493851,-0.995443936,1.674445486,4.391873499,2.778724045,1.797681389,0.846193979,1.461171994,1.70509025,-0.043793767,-2.841562034,-1.938439794,2.259700041,1.392248393,0.886837634,0.417452683,-2.28167952,-0.585319986,-1.517165576,-1.903992383,-0.440725528,0.394159289,-0.614128793,-0.423875325,-1.592713422,-3.155860831,0.801230849,1.315189545,-1.120133087,1.051871222,-1.057219637,-1.325844982,0.145957659,-0.161273325,0.302640199,-0.256650097,-0.429020149,0.636739751,-0.217380688,-1.948345384,-1.023822758,0.90834554,-0.350304172,-1.883453991,0.305784899,0.403276075,-1.332475783,-1.584072797,-0.462283255,0.432580144,0.317014704,-0.601117346,0.164810603,0.456941705,1.78717485,-2.737029484,0.628863115,0.066445544,-1.860245693,-0.249621495,-1.105209794,0.555150083,-1.621594879,0.730651506,-0.723843018,0.495719729,-1.235378486,-1.776375868,-0.101004457,-0.726854572,-0.485261069,-0.902450482,0.638853089,-0.087167988,0.054525937,0.114930004,-0.324269544,0.15518145,0.366729583,-1.300748888,-1.018831356,0.53861956,0.245577352,-0.693811024,-0.189913166,-0.072322642,0.788358052,1.417144332,-0.279403696,0.892887148,-0.362490706,0.456360399,-0.353911404,0.224087823,-0.163860065,0.03250968,0.051002029,1.148183577,-0.007779367,0.583988686,-0.734227925,0.315922478,0.247897894,0.045743936,0.277596361,0.43884575,0.531174782,-0.05077319,-0.01844099,-0.299321473,-0.14995391,0.501312668,-0.134136286,0.385079581,-0.590507943,-0.448179588,0.481536496,-0.666010007,0.485522219,-0.433065175,0.575328226,0.357614429,0.229748324,0.063817081,-0.606770947,0.030136227,0.010133675,-0.585399834,0.28366374,0.222057613,-0.356717666,0.00314935,-0.190347844,-0.404162455,-0.336639975,-0.021837302,-0.341593204,-0.050010926,-0.003973642,-0.248381853,0.193434016,0.062116588,0.078161373,-0.2157516,-0.105479345,-0.030976479,0.142663174,0.37875833,0.005124063,-0.090229785,-0.115932874,0.043591043,-0.421073233,0.03693112,0.082792076,-0.195543747,0.110077206,0.059087835,0.04811078,0.027672555,0.066130434,0.190584733,0.044125321,-9.65E-16,Normal
GSM152851,-6.878203004,-1.931756845,1.010903173,4.909084937,-0.110864418,-1.191095301,-5.450377051,1.828358065,-3.005995984,-0.353145348,-3.866019171,-2.258009496,1.864473712,-0.305876249,4.147730255,1.942970181,-2.9742819,-0.137669449,-2.575690537,1.382859478,1.485213531,-3.357275314,-0.710974021,-1.167086843,-2.804858694,-1.462122125,-2.353802489,-1.613139746,-0.009608747,-0.117513154,-2.547142078,0.291022414,-0.4679503,-0.472548024,-0.91420938,0.316779367,0.88985471,0.735672001,0.594839362,-0.232376485,-0.15919994,-2.144438001,-2.312639399,1.339386499,0.040945988,-0.387725987,-0.31772346,0.932927741,0.637200959,0.841903082,-0.544634565,-0.255116633,-1.684198509,-0.317538667,0.2794221,0.485380091,1.0326668,-0.588805847,0.025995301,-0.91622559,0.087104728,0.372099307,1.661736434,-0.680066129,0.49222105,0.919337615,0.649320608,0.719143614,1.178824583,-0.33004749,0.100253316,0.500158823,-0.14999365,-0.057195793,-0.204277448,0.054382099,0.231081998,-0.036059698,0.752298425,0.399873471,0.142160716,0.20543218,-0.246466896,0.249083764,-1.278532761,-1.357664717,0.430251952,0.495930602,0.156318693,-1.063578044,-0.023162278,0.463277101,0.335008477,0.41873603,-0.304041733,-0.830029343,1.494190919,0.046697207,-0.240506122,0.774462609,-0.493525432,-0.106317932,-0.085112331,-0.534070196,0.093093736,-0.102760057,-0.006489165,0.682118054,0.038662026,-0.376609766,-0.620814945,0.519377412,0.104879065,0.049020713,0.297087292,0.247492389,-0.179166453,0.014519459,0.355031228,0.344265168,0.347578363,-0.539533806,0.175946784,0.593248267,-0.070706011,-0.221557465,-0.388975025,-0.112183066,-0.305918568,-0.249951369,-0.041104308,0.157828108,-0.362481889,0.010105952,-0.155359692,0.069593734,-0.304019742,0.112053701,-0.140500167,0.201924822,0.136367823,-0.398974531,-0.007561043,0.002461069,-0.181891751,0.034607574,0.053335898,-0.014088166,-0.108437553,0.278079782,-0.074021983,0.082787009,0.053925297,0.224539706,0.342722937,-0.241197562,-0.087893945,0.065845084,0.212127998,-0.082558252,-0.173059749,0.061374395,-0.027711121,-0.103151061,8.43E-16,Normal
GSM152852,-8.405829909,-6.459003957,-18.46150925,-4.547746167,3.839768355,6.21538702,-8.872163422,-2.089207574,1.131715615,-2.891007144,-0.639315957,-0.17997913,1.647728743,-1.013728653,2.050958651,2.729663705,0.145680339,2.422339669,0.264746604,2.018925605,-3.617863032,1.668354225,1.738023292,-1.991608465,1.550491359,1.057833781,1.554437306,2.08987142,1.04036073,0.016591914,-2.352913716,1.580646602,-1.438923219,-1.421483361,-0.063369143,-0.071200349,-0.216884974,-1.496315821,-0.635968817,1.0580615,1.569728963,0.63411228,-0.163474078,2.315522101,0.433371965,-1.069646912,-0.037625522,0.930341071,-0.18115177,0.344126345,0.610833559,0.032530974,-0.965398919,1.943236845,-0.063336724,0.60993241,0.037732375,-0.182872499,0.367986989,-0.367135142,0.567103352,0.584933378,-0.592936682,0.071164486,0.220361452,1.353008277,1.305069272,-0.853807256,-1.071838411,0.62418433,0.540994526,-0.967863104,0.7976513,-0.073320942,-0.511255387,0.709131598,0.343850285,0.00960979,-0.139289154,-0.084514925,-0.417850961,-0.493553845,0.275996267,-0.205394595,-0.179740516,0.563265687,-0.123818339,0.713329836,0.139867739,-0.319536149,-0.269330938,-0.392600497,-0.177009249,-0.133820369,0.309608259,-0.04436085,-0.377063381,0.115281948,-0.152509768,0.216237845,0.218766152,0.3436925,-0.074696702,-0.428026092,-0.017181698,-0.120435934,0.205320261,-0.161940276,-0.039989655,-0.209298686,0.058347263,0.166370548,0.079335917,0.155185381,-0.210813147,-0.154860096,0.505054475,0.214448142,-0.22811702,0.015591268,-0.081361937,0.21959034,-0.097309216,0.09322717,-0.047298987,0.18553405,-0.112780972,0.04098922,-0.068867244,-0.040331446,0.203754979,0.198263114,0.067979049,-0.099740326,0.015425539,-0.160936081,-0.160706369,0.074946512,-0.007607126,-0.040264677,-0.156100612,0.19729391,-0.061521099,-0.006612474,-0.028092207,-0.106795885,-0.000304031,-0.119294128,-0.065193945,0.049358122,0.091525043,0.024213973,0.06986545,-0.006979176,-0.171345137,0.124065589,0.099200653,-0.026623049,0.002596815,-0.071919017,0.010712399,0.029380984,-0.011447173,0.006589401,5.58E-15,Normal
GSM152853,-18.07460522,-11.41967417,-7.574137993,-5.866888021,-1.984084377,3.464464544,-0.883718088,0.28355255,-1.120757134,2.456608843,-2.686105165,-1.556657614,0.999546222,2.464926245,0.537419762,-0.50649928,0.082413884,-1.159907415,-1.053247615,1.323163728,-1.089210435,0.127113387,-2.064515919,-1.46167621,-2.831794477,-0.380906882,-0.900350431,-0.551438448,1.143887512,-0.399951471,-0.710657718,-0.944061363,1.182936873,2.079261518,-0.045033828,0.692774343,-0.99828215,-2.23831065,0.03160719,1.249345171,-1.749934669,0.620786408,0.766989413,-0.990599902,-0.498540041,-0.659636401,0.478014184,0.358209293,0.808447879,-0.678345247,-0.112184272,-1.675930429,1.193260651,-1.87431147,0.029350669,-1.017180001,-0.138914679,-0.251006049,1.218457928,0.243199648,-1.478436518,-0.059079942,-0.208114261,0.482108263,1.87661213,-1.088298801,0.987700808,0.818621991,-0.887786071,-0.61510985,0.369267752,0.407813335,0.295788821,-0.258475874,0.360900336,-0.451747283,0.622401574,-0.021911201,-0.862749214,1.621427471,0.791118321,1.330810083,-1.671716821,-1.086667186,0.489181606,-0.727589809,0.283444964,-0.788692977,-0.28161361,0.888809744,0.379745803,0.274861039,0.507188126,-0.074638487,0.690498806,0.69998353,0.091777535,-0.142679387,0.443966973,-1.054295819,-0.280974023,-0.223277309,0.348576485,-0.116736532,-0.211522408,-0.402930643,0.452404167,0.134682452,0.232120766,-0.073724192,0.200965288,-0.241608584,-0.044912216,-0.362247407,0.271369986,-0.063174561,-0.375626066,-0.420422847,0.338400494,0.056454035,-0.066435707,-0.323497737,0.092297513,-0.027124806,-0.187507955,0.053353282,0.193882121,0.158822528,0.505433272,0.20579669,-0.097832589,-0.343101052,-0.151534751,-0.132110078,0.031469389,0.367498095,0.106210566,0.132862949,-0.834135703,0.031613802,0.233284862,0.386447165,-0.047082895,0.002100004,0.002748023,-0.016311276,-0.2056321,0.210274296,0.007199306,0.047332598,0.074943729,-0.073803444,-0.139096761,0.134586874,-0.024726699,0.165590319,-0.012305968,-0.004882084,0.027119238,0.130678472,-0.163461402,0.095882084,0.09516525,0.076062403,-1.71E-15,Normal
GSM152854,-7.541978669,-1.795368278,-1.348891969,2.359563978,2.011939536,5.656711785,4.820324459,0.399914585,0.798815023,1.500615136,-0.263987853,-1.825986796,1.817291802,-1.198620425,4.761139704,1.489283477,1.306001909,0.91577515,2.372914316,-2.336225419,-0.062934727,2.077615958,-2.870861127,0.19899029,0.962005504,-1.662708731,0.66661669,0.944892874,-2.711329137,1.377024132,0.461842844,0.653964914,0.597326212,0.020906372,-0.156935841,1.523070537,3.529461255,3.071407522,0.091557335,2.413458013,1.501776841,1.870367683,-1.450502009,-0.09716038,0.270774794,-0.210468419,0.481047846,0.708066337,-0.303929961,-1.317299001,-1.24156048,-0.980662198,0.592921713,0.612719989,-0.6717705,0.030963855,-1.07446909,0.377280526,-0.283574949,-0.406656322,-1.144057387,-0.665600461,0.765933195,0.411955155,0.122792527,0.468802246,0.01278021,1.674221255,-0.917927192,0.76251286,-0.29183639,-0.123892222,-1.127291013,-0.791467048,-0.271170243,0.96791872,-0.467781386,0.107179377,-0.253839379,-0.043846926,-0.839909851,0.366981696,-0.591723219,0.163113734,0.835120786,-0.513276617,-0.697380341,-0.938083788,0.736951605,0.226860528,-0.086158085,-0.188538202,-0.628326103,1.055200093,-0.624402037,-0.296638464,0.17051174,-0.070681392,0.505806238,-0.105320207,-0.077073512,0.069731005,0.423374791,0.129584987,-0.047252127,-0.198240439,-0.184305682,-0.544311741,-0.70943837,-0.4644951,-0.101756771,0.694917166,-0.11534285,-0.220173922,0.166476365,0.470939975,0.235428604,0.071279192,0.053660886,0.393195166,-0.148126316,-0.395941473,-0.383481055,-0.11583421,-0.176996711,-0.0409353,0.06752713,-0.222399551,0.360579897,0.258078851,-0.267335937,0.277823346,-0.227750428,0.238546128,0.10939248,0.1521336,0.408827695,0.033359888,0.254934047,0.32420672,0.045303361,-0.211135693,0.002540023,0.165868998,-0.247801614,-0.227104967,0.196010517,-0.165580975,0.328161578,0.044380056,0.060532907,0.241168716,-0.000557387,-0.174816003,0.168281285,0.079958702,-0.207788766,0.02699608,-0.132115692,0.154558495,-0.012681521,0.027065505,0.051456396,-0.058331688,2.01E-15,Normal
GSM152855,-9.010497097,-0.036768863,1.619186753,-0.222733777,-2.47515063,0.791205089,0.546094343,0.868896149,-2.408218195,-1.533758649,0.050316165,-0.309678336,1.889415371,-1.474922645,1.605639943,0.44904478,0.430106795,-0.135626301,0.160251479,1.070260336,-0.644227626,-0.118509553,0.320657956,-0.881908409,0.457156551,-2.293354551,1.440963301,1.071110819,2.79220916,-0.891357862,1.31696688,-1.005503902,3.175947143,0.027200662,0.605901256,-0.401835866,-0.280825293,-1.249865511,-3.081279825,0.301873867,-0.84806426,-0.335494628,1.395831243,-0.033448179,0.151298819,0.776945824,-0.308279546,0.257153926,-0.253139787,0.829492008,-1.567125695,0.272040825,0.81457596,0.603482594,-1.008404587,-0.109303124,0.143965504,-0.346466202,-0.742131391,-1.621784818,-0.376498802,0.060083687,-1.174912456,-0.056347929,-0.478109437,-0.128835668,-0.942851638,-0.53565481,-0.704043696,-0.799336204,-0.183819295,1.021936283,0.820485298,-1.74350958,-0.06342458,-1.780087897,0.134635733,-0.594827516,-0.377649514,-0.186611812,0.478535477,-0.039820472,0.471531706,-0.347826228,-0.123181471,-1.006053815,-0.228468051,-0.038936231,0.008637438,-1.492800236,-0.01352399,0.036772548,-0.783250351,0.111603041,-0.211672882,0.128466358,0.270731858,0.323044332,-0.746735685,-1.045295922,0.068695349,-0.438955583,0.09482144,0.279382796,0.168759657,-0.125347351,-0.249148768,-0.758599716,0.289967409,-0.639966768,-0.751990332,0.833905419,0.012978169,0.920506865,0.850263425,-0.127248407,-0.333203401,0.176531298,-0.521346301,-0.117820581,-0.462537957,-0.333754409,-0.218338913,0.419362224,-0.109164542,0.47374552,0.420437027,-0.222702687,-0.283443568,-0.276087334,0.430498603,0.212387236,0.389439947,0.03194509,-0.048469751,0.216566962,-0.199640556,-0.603632211,0.145490162,0.198883094,0.312196413,-0.328762571,-0.468570067,0.198327879,0.097173317,0.154852286,0.116746515,0.347314685,0.021138167,0.276850621,-0.253597971,0.238661591,0.103976244,-0.51816777,-0.110827233,-0.087718178,0.238315729,0.001493729,-0.315142368,-0.108367113,0.080359472,-0.106864459,-0.148450016,-0.073653475,-9.78E-15,Normal
GSM153238,3.678698219,5.308629213,-2.408027035,-1.57046673,1.10823137,-2.236301761,-0.57657154,1.052595141,-0.833874426,5.262750219,0.270020804,2.961602794,-1.766816056,-1.448693123,-0.557891975,-1.233570568,-1.351367198,-0.028083832,-0.16365204,-2.213555626,0.155710253,-0.768665362,0.419792002,-1.414627124,-0.448559507,0.904675511,0.78235393,0.294522593,0.657643605,1.890400827,-2.463046035,0.286001806,0.186050945,-0.813586359,-0.962629198,0.076611833,0.603875916,-1.149303702,2.324213973,-1.106969305,0.474321091,0.478085305,2.263219336,-0.128459929,-0.155033219,-1.832074877,0.61136144,-0.825013254,-0.602648321,-2.400606466,-1.616437952,1.483335505,0.070425019,0.352239558,-0.108956928,-1.03538096,0.735322305,2.540105637,1.057377579,-1.017531893,0.043546267,1.101573069,1.196381541,0.675746857,0.964853927,0.059716222,0.132643078,-0.619045849,-0.607305088,-0.278837534,-0.691888436,0.486371429,-0.296577275,-0.88165041,-0.217471458,0.035255952,-0.199175557,0.896042235,1.229567573,-0.395916153,-0.252097116,-0.228042558,0.006829397,-1.549726591,0.530627242,0.177032427,-0.228237705,0.313259221,-0.915918147,-0.405163769,0.026846027,-0.355470168,0.392438379,-0.565818338,-0.543614021,-0.077931834,-0.322074345,-0.201293212,0.566151675,-0.21864323,-0.046283042,-0.905085912,-0.143753073,0.036110222,0.891965712,0.461036851,-0.094470161,0.211513622,-0.284313189,0.532278759,-0.989537134,0.345074599,-0.028872131,0.071859993,-0.411457812,0.090342725,0.418418928,0.166411243,0.033859043,0.385471472,0.734392349,-0.150134651,0.137203115,0.244641964,0.049294517,0.203332612,0.921708604,0.042040635,0.373223508,-0.353462454,-0.064896821,-0.034799474,-0.069026352,0.152494898,0.022164411,0.405296326,-0.219414338,-0.33239827,-0.133137136,0.479259516,0.119666379,-0.005863354,-0.250945847,-0.271081637,0.161079707,-0.382898592,-0.072828635,-0.373714775,-0.279186528,-0.371966629,-0.339311398,0.280882291,0.163076441,-0.125560996,0.348868278,-0.113817924,0.056519463,0.091945233,-0.071568107,0.187609349,0.019802184,-0.05231066,-0.018502666,-0.090712591,1.52E-15,Normal
GSM153239,-11.90599744,-4.830791943,-1.879146101,0.506511072,1.894147354,0.595525594,3.513547696,-1.457877927,1.84663799,1.504419271,-1.282725872,0.866144752,-2.997651845,0.465958069,-1.908533191,0.006916142,0.652641829,0.185116588,-2.680139885,-1.161059898,1.291219339,-0.298416624,2.65376358,-1.175537262,-2.764186242,-0.190516253,0.192114855,1.077362952,-0.969774326,-1.066031224,-1.639686199,-2.557740923,-0.259239197,1.974500538,0.018632058,0.229180097,-1.490373634,0.283101522,-2.302915223,1.842691671,1.899246267,-0.514884277,-1.50114203,-0.069607289,-0.332926677,0.164147049,2.406488249,1.48444079,0.381377119,1.183941825,-1.444772677,-0.689611633,-0.333059704,-0.947558206,-1.248445332,0.96150131,0.777904984,-0.081082019,-0.272957914,-2.022881151,0.811599606,-1.005997238,-0.510116391,0.1024474,0.830258761,-0.679620407,-1.689005147,-0.527093754,1.032190773,1.232126619,-1.402777725,-0.705126168,0.190265744,-0.038875952,0.012710867,0.315384931,-0.485445892,-0.608802906,0.825730819,0.322904675,-0.069310084,-1.378635402,0.05158206,-0.326871594,-0.523716584,0.332221758,-0.528642032,-1.061981953,0.813492964,0.252073533,-0.046800916,0.259769775,-0.28936661,-0.443505778,-0.40704538,0.131030687,-0.97778896,0.37961048,-0.714762461,0.112415618,0.386589395,0.251748621,-0.128232786,0.588110206,0.478810951,0.12105616,-0.247490001,0.366969381,-0.162843035,-0.187538696,0.035123559,-0.450509546,0.137508119,-0.337338818,0.671983575,0.426770978,0.697620712,0.144056253,-0.154026534,-0.064119976,0.263956181,-0.002746375,0.137952644,-0.574299455,0.001926187,0.057873726,0.106887119,-0.297737279,0.357267472,-0.080673272,-0.165501518,0.484813181,-0.207692088,0.188584084,0.195486178,0.368956001,-0.30922109,-0.363984008,-0.231120825,-0.260709984,-0.144903892,0.276888915,0.125011275,0.055044765,-0.184885471,-0.199603876,-0.214629643,-0.279339982,0.081423843,0.04069251,-0.046501209,0.036585206,0.235064517,0.337270869,-0.124140512,-0.378590952,0.13294395,0.030686785,-0.025092213,-0.072370857,0.075041394,0.157453159,-0.118371413,0.10281662,-2.01E-15,Normal
GSM153240,-12.55066816,-0.293751849,0.224019254,0.034767267,-0.115679322,1.721953502,1.806346473,-3.395855311,2.901176018,-4.34696574,1.346572319,0.848094339,0.41400357,0.276264371,-1.593124766,1.586176619,-1.032300129,-0.440999845,-0.392362964,-1.414217809,0.046041476,0.638841986,1.792248992,-1.596888282,-2.718185929,0.198730334,-0.213633574,-0.653778513,-1.019413049,-1.351529211,-0.409501231,0.041437645,0.006272345,-0.524114692,-0.478040492,0.504939053,1.235252801,0.04778414,-0.16467534,1.177756641,-2.231202325,-0.568058637,1.096536544,-0.503537697,1.175337705,-0.947266509,0.336617906,0.039313023,1.426896771,0.376931189,2.060321354,0.473702256,-0.424722238,0.504668621,-0.466215773,-0.07275092,0.270051301,0.577100046,-0.085990037,0.229279867,-2.1401649,-0.322223667,-0.957621135,0.659267139,-1.062234584,-0.326655208,-0.125914459,0.202918058,-0.921362423,0.415412488,-0.460281761,0.403928668,-0.240139835,0.784244333,-0.198650678,-0.110666837,0.237409051,0.989092808,1.439539105,-0.690802208,0.729442864,-0.370615333,-0.653957174,1.041853459,-0.049302208,-0.428969068,-0.398708694,-0.036096748,-0.465994119,-0.069222886,-0.352117222,0.570724125,0.480236469,0.730684833,-0.51693067,-0.69737442,0.140283068,0.036801276,-0.183038759,0.375171781,-0.252464626,-0.170926823,-0.413072015,-0.959359841,1.273137886,0.446199522,0.412100576,-0.510249209,0.737600929,0.822362686,0.192997801,-0.344936074,0.341623401,0.069311526,-0.625114774,0.417922338,-0.568277386,-0.027850975,0.087367778,0.32146277,0.36229339,-0.04781429,-0.369390437,0.425729704,-0.005897063,0.188206688,-0.2866818,-0.733065764,0.403648746,0.376025892,0.045048038,-0.920639264,0.777222016,0.492178182,-0.315695996,-0.173408372,0.307739235,0.083727386,0.215519442,-0.096489096,0.347175299,0.220576001,-0.0141536,-0.182035549,0.098953811,-0.308319164,0.151644635,-0.147611912,0.203306143,0.480331377,0.13615877,0.024105426,0.230505709,-0.448331041,-0.067837722,-0.279683572,0.26881759,-0.072365389,-0.045524107,0.134139412,-0.007520732,0.323890117,-0.114304904,0.094694154,-3.40E-15,Normal
GSM153241,-4.082000962,1.415028339,-0.141626833,3.046966244,-0.018107811,0.769573394,-0.339139913,-0.506705854,1.486526925,0.905722922,1.798522276,0.266239726,-0.101698607,-0.179976838,1.409909762,-0.31399918,0.81505904,1.10167224,-0.667349592,1.693529344,0.520688523,-1.568255605,0.009771174,-1.825979935,1.064436656,-2.999157823,-1.304825609,0.237821491,-2.967155817,0.938356859,-0.530373336,1.42562254,2.09458945,1.497259147,-0.105944991,1.183740201,-0.31223087,1.029640853,0.080948714,-0.255299595,-0.58712765,-1.266189497,1.000845394,-1.464604277,-1.379663684,0.931713492,1.767925762,0.63718123,0.827965047,-0.424025085,-0.262092044,0.786913829,1.082072835,1.83123257,0.539868708,0.511121429,0.907621913,0.996443299,1.933989488,0.139442609,0.312706,1.161717667,-0.543129068,-0.396351956,0.60896731,0.778703168,-1.149938571,-0.133503609,-1.877376895,1.980885508,0.429278588,0.718286231,0.994164839,0.448581498,-0.075659534,-0.711352726,0.298799547,-0.873638121,1.271060774,-0.658856607,0.397941156,0.373748225,1.291791608,-0.147800771,-0.050975028,-0.58354345,1.03258191,0.46149447,-0.695484557,0.597527441,0.153336354,0.113089751,-0.409261533,-0.396185071,0.759467491,0.31434468,0.083435609,-0.950894497,-0.067777381,-0.291650567,0.152551384,1.378670065,-0.697557572,-0.48641279,-0.072616118,-0.96641664,-0.841499708,0.176912154,-0.317380185,0.336644246,0.373494931,0.145801123,-0.155563201,0.350780013,0.335396374,0.213357615,0.289253495,-1.076539141,0.513513636,0.034780454,0.236577999,-0.086586213,0.231272394,-0.007933624,-0.332784466,-0.558701362,-0.050604239,0.284902339,-0.036603808,0.319118747,-0.289695054,-0.356875093,0.096605704,-0.063063336,-0.326064806,-0.486060153,-0.105421954,0.045094045,0.099767788,-0.347645489,-0.186850003,0.087368026,0.089831196,0.07881013,-0.135343226,0.140551304,-0.357144577,0.110884798,0.010054138,-0.123822191,0.055058564,0.066563035,0.151540659,-0.098293479,-0.05891264,-0.050003251,-0.029791801,0.027503787,-0.090957679,-0.036272004,0.264529685,-0.181323834,0.237419725,0.064867035,3.31E-15,Normal
GSM153242,-7.376110035,-7.177674511,-2.255282274,7.670831602,1.812745057,-0.585172622,2.370697827,-2.771346482,4.02757924,1.343173739,-1.511286145,1.893279455,1.914283436,1.888866386,1.191253139,-0.338543113,3.282453545,0.487419406,1.129177578,-2.903170054,1.162283826,0.524667918,-1.495376692,1.844069874,1.621240556,-0.399536413,-1.529633496,-2.621475054,4.797286124,1.7216581,-1.379818103,1.376682398,-1.954261761,0.821148585,1.300440735,-1.269547951,-1.145193123,0.166558432,-3.104615771,1.903621988,-0.161414565,-0.842005589,0.269911596,-0.077287942,-1.807844929,0.171087462,-1.312847366,-0.809276366,0.095785983,0.890740086,-0.411012958,0.549355161,-0.765185511,0.737315207,-0.052460589,-0.13371092,1.689392897,0.991916623,0.306652545,-0.096754285,-1.114314536,0.32912282,-0.341377623,-0.568506434,0.134672466,-0.379880293,0.114425575,1.331088356,0.195872597,0.436698607,0.848315542,-0.305816703,-0.600372313,0.737046316,1.762472715,-0.424173423,0.414061919,0.433967308,0.251092368,0.141758378,-0.267242518,0.021725904,0.715210659,0.33179895,0.603752903,1.235353624,-0.559531768,-0.724867144,-0.824319674,-0.538199148,-0.406580713,0.424348825,0.673031524,0.662017223,0.621221605,0.416573144,0.291829075,0.409703119,0.084201497,-0.015990262,-0.352288812,-0.031031683,-0.400825203,-0.050605239,-0.694830018,0.247784003,0.167654597,0.237033234,0.180049739,-0.222479735,-0.824041032,0.134680747,-0.087179142,0.050275359,-0.315884834,-0.233786314,0.208623258,0.021328427,0.174238656,0.527373423,0.357910522,-0.079049732,0.137364933,0.077317243,0.257437554,0.175759484,0.080047986,0.118783022,0.012179598,0.110880308,-0.036793872,-0.131295267,-0.032138699,-0.071373592,0.082252216,0.116473978,-0.078052726,-0.122081211,0.207907957,-0.580416437,0.045515674,0.197709544,-0.211919398,0.18880163,0.022440943,-0.087572708,0.084004404,-0.174099189,-0.306104443,-0.238057609,0.011410262,0.034780958,-0.149767252,-0.107620809,0.009576196,-0.093265122,0.023326659,-0.079597638,0.06166174,-0.17526502,0.102089443,0.017786412,0.119151993,-0.052881113,-1.25E-15,Normal
