,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,Class
GSM152832,-7.759383538,3.787034805,0.567900031,2.783711877,-1.939589232,0.606602951,-1.07494188,4.024377776,1.645237539,0.745893948,0.072406509,0.953812609,0.36769571,-2.236916349,-0.566736388,1.256551378,-0.169628105,0.26105772,0.566843704,-1.889235885,0.129693353,-1.607430404,0.955914984,1.721902042,1.011724517,-0.506155997,-0.556572102,-2.417011322,-0.672546325,-1.278215959,0.527031946,0.473416374,-0.383444451,-1.128935983,0.892956791,-1.213280739,-0.330646985,0.017683399,0.716251099,-0.992113266,2.021425181,-0.232617042,0.337654963,-0.775971561,1.4666371,1.754738601,0.794857153,-0.131530186,-0.276232976,0.747253175,0.488863845,-1.275431951,0.114977902,-0.442510031,1.039541946,-0.959575184,0.109036771,0.574845926,-0.424477604,0.563963177,-0.010906187,0.279187826,0.544890194,-0.457396587,-0.531078554,0.436830443,-0.686278774,-0.882269621,0.220795685,-1.04170299,-0.649064915,0.996200767,1.366305421,-1.129077528,0.530054871,-0.522966084,0.151406932,0.381502745,-0.147277471,0.567191214,-0.933312963,-0.78945713,-0.51187227,-0.787046283,-0.355517109,-1.287111413,0.310303272,-1.085771919,0.88877711,0.596360984,-0.570303059,-0.412758344,0.415423447,-0.372772335,0.469753944,0.944859333,-0.354318813,-0.233527193,0.050742694,1.022725502,0.661508478,0.022445156,-0.304473249,-1.349460346,-0.321894656,0.537166507,-0.133836298,0.554189093,-0.758901786,-1.069074263,-0.462626469,0.778496753,-1.05706281,-0.265382343,0.342960998,0.494485301,-1.394133601,0.352907812,-0.990174728,-0.224307195,0.149746068,0.542597176,-0.269193507,-1.189048282,0.671392267,0.232832723,-1.072701344,-0.525347772,-1.166227367,-0.386241484,-0.432922788,0.145575433,-0.026016394,0.575519657,-0.11626322,-1.068837598,0.025101463,-0.177178448,0.408647844,0.620402563,-0.093728074,0.118140263,0.401618453,-1.101528419,-0.907756057,-0.615355822,0.982950087,-0.249550966,-0.324218476,0.022962783,0.200950114,0.098479989,0.278993248,-0.088228501,0.165770901,0.111819981,-0.811506146,-0.049543353,0.066667754,-0.424973759,0.32605965,0.403191948,0.268596334,0.639615663,-0.269965506,0.197605635,-0.018673761,-1.28E-15,Normal
GSM152833,-4.936336114,4.9028192,1.859090068,6.108633502,0.243078206,-2.528571436,0.651018068,4.013030297,1.419533769,-1.15872066,2.445424125,1.148619647,-0.43296294,0.188441863,-0.745940415,2.316442023,-0.469911325,0.625347902,-0.050519597,0.196980476,0.139498245,-0.433825154,-0.616876188,2.25575667,-0.159969086,-0.260471621,2.698128077,0.988749114,-1.629145407,0.239305668,0.566038151,-0.260723833,1.41887589,-0.86708493,1.036873022,-0.060715948,-1.022481786,0.925285979,-0.591937708,-1.079068527,0.588071987,0.18055718,0.071565493,0.362530742,1.420504033,0.49289648,-0.598996757,-0.636313634,0.000880773,0.581822081,-0.404961804,0.077382961,-0.589386494,-1.537175301,0.35320021,-1.0832294,0.74450874,-0.606852056,-0.709903093,-0.228286586,-1.38092917,0.793017003,1.10980341,-0.953716515,0.079809674,-0.130758811,0.96306885,0.500997868,0.339525765,0.602313959,1.348691381,0.378460179,-0.217264103,-0.336447933,0.11773797,0.050523527,-0.493026613,0.018203204,-1.33925671,-0.650083522,0.342913753,-0.05438803,0.649226472,1.379775188,-0.297179201,-0.666603396,0.011334438,0.660525046,-0.128747299,0.266712337,-0.263459259,-0.830702603,-1.085983736,0.902951382,0.187684458,-0.058777874,-0.313155068,1.03136974,0.346403012,0.52412211,-0.093789075,-0.299224726,0.25962324,0.753910307,0.320772827,0.519574737,1.124476681,-0.142943098,0.595307241,0.021002734,-0.398619536,-0.025005451,-0.112780412,-0.172522005,-1.319336782,-0.772935798,0.630270004,-0.809826442,0.360024324,0.885704728,0.698500163,-0.538689476,0.336201781,-0.047686456,0.354223868,-0.721469515,0.998489386,0.736308874,-0.152574825,-1.465481143,0.161528328,-1.029216074,0.064157169,-0.787805255,0.663772464,-0.425949817,0.126763944,-0.589649295,0.664018712,0.782215496,0.755392234,-0.062185514,-0.646309474,0.568086966,-0.309770016,-0.234634951,0.279434827,0.239570699,-0.060460493,0.974167163,0.129241576,-1.064602069,-0.37069196,0.322070588,0.269311659,0.434511444,-0.34070232,-0.778510773,-0.326697969,-0.151624004,-0.144930189,-0.254800831,0.560619144,-0.217443396,-0.426918871,0.06395141,-0.200410291,-8.26E-16,Normal
GSM152834,-11.39821912,-5.653096478,0.380277305,0.353544844,1.629695741,-1.018112877,4.423036942,-0.654412819,-6.447751073,4.860830022,1.483126795,1.185978642,4.379994645,0.641431745,3.894460596,2.919144019,2.738223174,-0.38122555,0.92225419,-4.841826388,2.636317932,-1.887856106,-2.762763499,-0.120382686,3.747868351,-1.172958283,2.247724105,4.469003575,0.776785115,0.145951833,-1.660114994,-1.561405198,0.378923842,1.59585404,2.405528627,-3.905599875,-0.332548542,-0.881206521,0.133833007,-1.878156731,-0.052248483,-1.212544992,-1.734270916,-0.124654579,1.800461027,-0.853973079,0.981634656,-0.035563888,0.779883833,1.568772175,-0.647686695,-0.970717596,-0.61758672,-2.258699904,0.109155798,0.741575031,-0.344658427,-2.020574296,-0.160114018,-0.14269613,-0.937932355,1.101545997,-0.656966936,-1.932762682,-0.613413108,-0.378703375,-1.137814768,0.020339749,-0.799443793,-1.382832527,-0.809333949,-0.257631736,0.23226723,-0.702518952,-0.472880559,-0.091192317,0.930031137,-0.659143238,-0.313539381,-0.758187333,-0.104557552,-0.038849969,-0.341361636,-2.080247782,0.092482154,-0.007055838,0.390260318,0.18055173,0.176072878,-0.365812577,-0.167214699,0.476934416,-1.36387183,0.255734355,0.384420742,-0.07635027,-0.365189307,0.132643095,-0.116863441,-0.791337696,-0.192111387,0.509033307,0.465208058,-0.501527407,0.048155278,0.309370863,-0.148519019,-0.297126046,-0.157747501,0.218785829,0.362705631,-0.269947984,-0.165773641,0.350916774,0.786822447,0.069569323,-0.039680308,0.070349707,0.129493772,-0.036954583,0.151578961,-0.416306763,-0.09264359,0.681304333,0.081309232,-0.642400149,-0.530764415,-0.101594115,-0.162035772,0.021582555,0.474533454,0.546490479,-0.488122877,-0.137834689,-0.117162665,0.224625079,-0.06490956,0.005959388,0.077399531,-0.200937219,0.130404286,0.188984889,0.082173346,0.197379484,0.223738826,0.359539762,-0.025284631,0.265423709,0.074376226,-0.027625166,0.018966273,0.083903093,0.092082425,-0.162275309,-0.199614227,-0.453278649,-0.019682897,-0.00495532,0.175538546,0.136758192,-0.340222944,-0.166044498,0.262559256,0.048948108,0.130402337,-0.02014904,0.094432969,-2.43E-15,Normal
GSM152835,-15.24856627,-4.478195724,-0.057707071,-8.056533027,-8.995937952,7.185296441,-4.391183899,5.315078899,-11.95224571,-6.99215095,9.831481781,4.507932529,4.107451078,1.093907427,0.161547287,2.125625646,-0.495623149,-1.863098058,1.405188845,0.857360506,-2.362680559,0.15918944,0.242205201,-0.032204129,-2.499795164,-2.30822826,0.601708167,-1.682816531,-0.806261366,-0.725081976,-0.282403449,1.922319771,-2.125299687,0.93712217,0.860708885,1.599353976,1.649365253,0.178389404,1.117684449,0.529729834,-0.922206153,-0.747848996,-1.146553654,0.898556271,0.268373228,0.469657384,-0.414761563,-0.390402246,1.875980022,0.718075905,0.090970416,-0.257046675,-0.687518933,0.850532355,-0.373535481,-1.70039279,-0.245263184,-0.985071261,0.318228096,-0.74643036,-0.71061734,-0.678887091,0.236595547,0.709905419,0.09442987,-0.730957044,0.681536256,0.316103965,0.134670349,-0.913839349,-0.115827632,-0.27464526,-0.509381656,-1.16122242,1.185185224,0.738921876,0.580271685,-0.242338284,0.280447807,0.2617854,-0.377780186,-0.128276389,1.205683058,-0.464160125,-0.265367254,1.18600457,-0.737980477,0.203281783,0.111032122,-0.246183957,0.731419771,-0.383994761,-0.119896558,-0.534993826,0.246880362,-0.065018063,1.09182851,0.296105316,0.726934966,-0.170852005,0.131415447,-0.86460282,-0.210325266,0.015978256,0.626289866,-0.592168209,0.216987124,-0.488834204,0.085738919,-0.407381194,-0.461460367,0.467413123,0.015508476,-0.11799296,-0.461787295,0.299001967,-0.192094577,-0.255185955,-0.006078603,-0.175715252,-0.393528831,-0.076181478,-0.236086608,0.213626068,0.031181903,-0.081168812,-0.065788203,-0.401193833,-0.128926758,0.099118583,-0.059457117,-0.037152192,-0.624164352,0.080740648,0.143823647,-0.051601452,0.411554335,0.124027081,-0.218543159,-0.436032205,-0.017860255,-0.082849709,-0.08684027,0.175267928,-0.371624184,-0.028777477,-0.172598222,-0.210533815,-0.051922335,0.221458538,-0.160890535,-0.078815166,-0.218737193,0.288860797,-0.055898626,-0.141360754,-0.161718729,0.045681903,-0.008305431,0.214596323,0.197056397,0.176633271,0.030946887,0.024385115,0.016496906,0.072874679,0.054434922,1.91E-16,Normal
GSM152836,-22.24713655,-10.99378784,-2.740774448,-5.540494194,-4.302804948,6.264543032,-6.11979783,0.394819313,-0.771899938,-3.735948638,0.031300473,0.31364342,0.62267476,0.42765358,-2.829247705,-0.472326584,-1.35429999,-0.665746385,1.360333486,-1.394322499,-0.374515721,-1.092053081,0.677171083,-0.15803646,-0.512999876,3.228773804,-2.027926449,-0.746159496,0.080129111,1.089355061,0.279742484,-3.031138822,0.96988851,1.319842938,-0.00756861,-0.705421882,-2.244537305,0.701453896,-0.013607589,-1.120179707,0.5170251,-0.84445177,0.50244436,0.117336409,0.948020928,-1.092432123,0.129989424,-0.426318116,-2.555902204,1.16532417,-0.814427048,1.399177986,1.239809798,-1.504837272,-0.956470436,2.947635285,-0.844373627,0.265560087,-1.691183297,1.536137947,0.326880939,0.891628736,2.481204907,-0.172427101,0.833030323,-1.12297901,0.154423186,-1.083734788,-0.776954669,1.636028472,-0.164577323,1.008208309,-0.013744081,1.024236445,0.053778285,-0.216859437,0.244117737,-0.473550957,-0.798215797,0.140330277,0.270309051,-1.432256332,0.158952209,-0.183191742,-0.588239806,1.410821977,0.858654218,-0.699250801,1.742454077,-0.356213601,-1.26507301,-0.170955268,0.147571652,-0.894804292,0.77786089,-1.050077569,-1.049219463,0.853141729,-0.06118967,0.550676149,0.040398785,-0.130190657,-0.119964376,0.074547916,-0.150711175,0.208563018,-1.149236455,0.847854145,-0.373170866,0.185292311,-0.21076648,-0.599457617,0.564294386,-0.24707306,-0.505411446,0.395614706,0.186575286,-0.796933137,0.559658181,0.044397966,-0.430238253,0.086377461,-0.345065789,-0.050838596,-0.865658983,0.699947288,-0.309119697,0.206531225,-0.486092654,0.437630589,0.031332927,0.106613653,0.058606733,-0.437694956,-0.543690902,-0.125039877,-0.335998143,-0.588795429,-0.061849128,-0.011643215,-0.330104177,0.155032874,-0.132196982,0.513789375,-0.128472823,-0.052872714,0.201469726,0.31017386,0.100438713,0.206546439,0.15882445,-0.076805505,-0.463511198,0.193957682,-0.603484321,0.161193657,0.253792521,0.176971277,-0.179210008,0.095916322,-0.108274729,-0.128989285,0.193436175,0.260511225,-0.142095161,-0.18435169,0.003721599,-5.37E-15,Normal
GSM152837,-14.99987378,-8.621904627,-1.788781475,3.321229603,-1.188994723,0.109588959,-2.567233028,4.432637206,8.670256518,-0.905590257,2.5803931,2.212837495,2.862335032,-0.119941469,6.302888329,2.996119716,1.796088628,1.253607079,-0.000867091,-3.279194538,-1.213910739,-1.844797609,-0.847721174,0.19146356,-0.671053144,-1.861813471,0.342536715,-1.591978845,-0.02196193,3.645079458,-1.992892315,0.15265242,-0.428123702,-1.102132191,-0.597654558,-3.161570328,1.170367342,-1.560090595,0.730663623,0.820462716,-2.077084994,0.722848747,1.809690186,-1.468797977,0.137283151,0.133467315,-0.018393263,-0.39124608,-0.560213759,-0.023388435,-0.499139087,-0.322168211,-0.229476075,3.624294917,-1.157693984,1.342707169,-0.758614865,-0.368080996,0.104554994,1.497630157,-0.817216571,0.919370831,1.194519839,0.665073051,0.584698137,0.451664518,1.03579095,-0.989389823,0.81523397,1.165735103,1.056227664,-0.037714894,-0.559901728,0.265688023,-0.625292875,0.671996679,0.087331376,0.611408414,-0.389643712,1.42047311,-0.579660959,0.458863534,-0.789760581,-0.178842882,-0.551467024,-0.752986241,-0.499071135,0.273702847,-0.583180352,0.767023893,0.328705748,0.106031858,-0.264709866,-0.493966006,0.046211978,0.010246269,-0.175631708,-0.007543837,-0.753158376,0.43620856,0.419659211,-0.163461714,0.504699866,-0.023106114,0.410353693,0.05052472,0.461158097,-1.859307537,-0.564879906,0.759393607,0.030494527,0.378953488,1.246401989,-0.709519838,-0.484133845,-0.523369482,-0.147859624,0.302050101,-0.128637246,-0.382062254,0.142449305,0.751627051,0.05792162,0.435468468,0.517123342,0.418404419,0.277129485,-0.110536837,-0.279992275,0.602635453,0.291344814,0.205117793,0.568539565,0.686302559,-0.040869001,0.061339043,-0.282513072,-0.315208657,-0.244455951,-0.035387187,0.074029828,0.006476015,0.001088062,0.032806472,0.025757211,0.463627637,-0.157582878,0.008162623,0.036355255,-0.022131857,0.418175787,-0.116136362,-0.423572502,-0.019545013,0.273348108,-0.125864262,-0.113838412,0.027658625,-0.154168766,-0.220931663,-0.072117962,-0.141742965,-0.217055652,-0.1248005,0.103386402,-0.110271997,0.084089623,-5.72E-15,Normal
GSM152838,-10.26263785,-2.701260943,-0.139838451,1.906234972,0.977511052,1.292746668,-0.723361357,1.761183577,-0.298286687,4.791958947,0.859792569,0.927330393,1.789777682,0.32167906,2.874516047,0.574004025,-0.113687892,1.001995161,0.691103635,0.365429576,-0.718179903,-0.120202039,-0.164827731,-2.200722726,-1.66737221,0.442303094,-1.261553165,-0.080699959,1.148348351,-0.048990155,0.136966453,-0.336462436,0.776470056,1.354507206,0.252828403,0.205604729,0.164286056,2.034249594,0.277685565,-0.454892148,-1.249718549,-0.519651272,-0.325426833,-1.886273994,-2.218354839,-0.459154624,-1.066487802,0.15133424,-0.249300991,-0.052584904,1.257384993,0.028514075,-0.818577189,-0.072616865,-0.775104003,-1.015421618,0.40832888,0.127016817,-0.80438721,-0.787744011,2.102716964,0.756385302,-0.051382971,-0.461298501,0.489132918,0.081509533,-0.423330419,1.123262917,0.122253712,0.000263774,-0.663123033,-0.081393497,-0.189720051,-2.547377201,-1.466388469,-1.304573084,1.254768477,-0.004391924,-0.405829463,-0.36201994,0.138116522,-1.208604195,1.02057729,0.397038248,0.336995791,0.037691945,-0.030266271,-0.480823719,1.276190739,-0.807687692,0.784449308,0.714912214,-0.715277594,-0.495339839,-0.783766458,0.41459838,-0.621430931,-0.076732072,-1.385118914,-0.609317591,1.869991034,-0.557952999,0.207049345,1.379286943,-0.253718722,0.294255927,0.716234675,0.592690375,-0.277363887,-0.452423192,-0.27980364,-0.516192456,-0.154114032,0.39579604,0.110010317,0.169064643,-0.026691601,0.826591935,0.802314536,-0.532475604,0.229943277,1.034121977,-0.10915628,0.136867393,-0.597291308,-0.15742296,0.63059374,0.393431614,-0.107985975,-0.335040259,-0.540326669,-0.307808994,0.062182787,0.480592515,-0.901230964,-0.256799714,0.252441231,-0.211899411,0.600274715,0.292285866,-0.392539143,-1.540371646,-0.563840569,-0.011681468,0.162646885,-0.6876566,0.055982366,0.456040809,0.272781794,0.70175937,-0.200416195,0.05638909,0.141949557,-0.179184195,0.272289658,0.20907705,0.050206341,0.062113305,0.394605918,-0.644665639,0.075137867,-0.33711712,-0.898028062,0.021667272,0.226374318,0.006381124,-0.267493636,-4.86E-17,Normal
GSM153178,2.344851862,7.41483918,-0.058349351,0.945025888,5.328108708,1.244746683,-3.704404802,0.063339356,0.518625679,0.874222061,1.792881244,1.729172984,-0.214227033,-1.354107913,-2.458607033,0.539991894,0.960112638,-0.29897563,-0.595253517,-0.167620405,-0.889855036,-0.023579015,0.519271252,2.590156425,-0.917745336,-0.968796656,0.985381954,-1.432440377,-0.434317772,-0.779204272,0.606327602,-1.489281808,-0.099232633,0.50545175,-0.036017053,-1.395521449,-1.345237664,-1.260211796,-1.275487776,-1.018680846,2.258996218,-1.023858833,0.944560111,0.69261633,-0.659755474,-0.442088872,-1.556497077,1.041245831,-0.726108287,0.779448683,-0.490402446,-0.028058449,-0.790099499,0.502491325,-0.247747192,0.832171455,0.47777213,-0.457067241,0.932624808,0.593769874,0.240140494,0.15405047,-0.198856113,0.282192121,-1.168578382,-0.045502188,-0.899456183,-0.603832056,-0.313245503,-0.060235242,2.199081939,-0.595255663,0.684013475,0.258413269,0.421303026,1.211563366,0.270445599,0.4327049,-0.43749655,0.457094613,-1.335467804,0.413090838,1.745101581,-0.47445585,-1.480363077,-0.663111302,0.29410883,1.328670256,0.507028411,0.078943634,-0.110134262,-0.479659059,1.079842293,0.403400661,0.088922247,-0.502330604,0.343210726,-1.20628811,0.027316428,-0.287297132,-0.413839795,0.316074756,-0.064288228,2.081501534,-1.424040056,0.001564807,1.222628483,0.529585494,0.568008699,-0.727033517,0.522256776,-0.439565534,-0.662075489,0.090776509,0.667576764,0.014532614,-0.593538026,-0.467776501,0.641878792,-0.482728664,-1.019847308,0.064909085,-1.150214516,-0.02778686,-0.221388478,-0.288932379,-1.022549663,-0.125017679,0.6044046,0.290762267,-0.293171659,0.4107496,0.103236029,-0.36150064,0.368353308,0.404874813,0.724331455,0.053888733,0.355611313,0.56905921,-0.133356955,-0.647935991,0.872639175,-0.079594876,-0.411729962,1.053008727,-0.634990965,-0.105425475,-0.234412449,0.576829607,-0.052689618,-0.189414434,-0.224610887,-0.13537547,0.638360164,-0.149696042,0.135699844,0.424133395,-0.058488786,-0.21473041,-0.509393158,-0.365563651,-0.341843078,0.106178314,0.184737108,-0.288161437,0.407688652,1.11E-16,Normal
GSM153179,-16.4205114,-6.442301055,-0.581688378,3.389114511,0.955939731,-0.09095718,-0.953430995,-2.116365796,3.973922355,-3.030893192,3.064512146,2.296514374,0.736287152,-0.44016474,-0.562743325,2.78055774,-2.970676642,1.492429941,-1.92591721,0.821222143,0.313903837,0.080686346,-0.936510101,1.17290143,-0.537581009,-0.409105533,-0.10329244,1.976210184,0.259091852,-0.542175816,1.637695089,-0.399468898,-1.214993754,0.070342623,0.942605421,-0.585540642,-0.019745636,-0.408243142,-1.191887966,-1.715073639,1.884175586,1.305602277,-0.047003792,0.463873949,-2.305768228,-0.191822561,-1.186499848,0.226221245,0.0779202,-2.223532619,-0.184631572,0.320452137,0.261549907,-0.792851853,0.26658626,0.107535526,-1.877999065,0.418784226,1.935558815,0.452290069,-0.236140161,-0.328098922,-0.243256937,-0.19535571,2.240652631,0.574100358,-1.471667085,-0.507314562,-0.090738922,0.530272554,0.942634701,0.553133925,0.717835581,-0.766150206,0.507551447,-0.331249262,0.542179631,0.458750388,0.789858589,-1.269051649,0.040026263,0.003230149,-0.409151245,-0.809359054,-0.40736651,-0.669651935,0.063421941,-0.587812893,-0.905716046,-0.426435708,-0.903884274,-0.179539507,-0.927912712,-1.076119792,-0.389973593,-0.549032574,1.518144954,0.837940124,0.780848243,-1.841843915,0.842234706,0.049456469,-0.975684803,-2.070149626,-0.555770016,0.489966948,-0.229638018,0.89990986,-1.407492627,-0.443957809,-0.307453591,-0.141221658,0.64914493,0.013890155,-0.96624499,0.328205919,0.192723612,-0.552049441,0.356421786,0.506823173,0.539574953,0.468279925,-0.764218662,-0.036692925,-0.367683148,-0.236776028,-0.144305187,0.433126391,0.4773502,-0.223349717,0.527930524,-0.207017541,0.871191773,-0.065443617,0.441433353,-0.254759416,0.215207695,0.515179767,0.576633319,-0.101899664,0.105925794,0.268719647,0.164652908,0.266160691,-0.523598221,0.34980135,-0.26587147,-0.004953007,0.180060298,-0.494977591,-0.522000798,0.23070438,-0.136249217,-0.183761084,0.082469715,-0.36741668,0.093095396,-0.199651665,0.010594179,-0.031527991,0.594762697,0.171406028,-0.593717805,-0.481068954,0.281407848,0.099541504,-0.20852587,-5.53E-15,Normal
GSM153180,-13.52863155,-0.664552998,0.285077853,1.876417707,-1.686124011,-1.397963102,-0.27298958,0.622551489,-1.522154547,-5.015450419,-1.99002504,-1.931580854,-1.05667463,0.95436582,-0.298779759,-3.389172299,-2.08517045,0.000838884,-0.557285047,-0.906255931,-1.065641396,0.506125387,1.014562798,-1.882062811,0.755995864,0.949910239,0.039313694,0.37519219,-0.085843992,0.537945253,-0.873782891,-1.604577255,0.649638668,1.465940329,-1.085480951,0.018903895,-0.857468385,-1.512619058,1.370210817,1.352710547,0.546091148,-0.501703016,0.972791018,0.170992522,1.191696569,-0.772610022,0.136186452,-0.1770717,0.284841656,0.153700997,-1.573030548,0.146668646,-1.090839032,-0.511002485,-0.464917458,0.649561528,-1.837553337,-0.093776719,-0.570320372,0.154432111,-1.067344365,0.923772261,-0.470623721,-0.746958071,-0.282981253,-0.327149548,1.68122279,0.204866354,-0.921452846,-0.617251229,1.04038603,-1.854318548,0.472472308,-0.314921826,0.413934727,-1.419533806,-0.729968526,0.883061862,0.052622341,-0.444466047,1.298356157,-0.373946309,-0.514162368,0.030458901,-1.623760181,-0.146911206,-1.008533276,0.242979584,-0.71078208,0.119610711,0.599358295,-0.312368318,0.636367657,-0.12206365,0.340562739,0.130754451,0.249334521,0.216181505,0.267705735,-0.782948524,1.174934994,-0.796572483,-0.56886172,0.643406177,0.174790322,0.128508712,0.438645625,0.253860682,-0.370390029,0.567797337,-0.394770158,0.667037912,-0.229124734,0.1229972,0.583736557,0.543221798,-0.099439311,-0.246490973,0.020757192,-1.01368703,0.44119698,0.108310255,-0.04436427,-0.688709101,-0.150099186,-0.49782486,0.788955597,-1.167036319,0.183169166,-0.804487144,0.383252096,0.017829136,0.211719366,0.140528868,-0.595864423,0.317024905,-0.14266333,-0.540696247,0.295510064,0.443242534,-0.257024944,-0.189585369,0.424338518,0.581977746,0.189356426,0.384084996,-0.647122964,-0.321655247,-0.841295626,0.00061828,0.935401896,0.196261295,1.697384222,-0.280412958,0.407806894,-0.583596477,-0.187104261,-0.593641731,-0.178339582,0.342345063,0.193497663,0.33642049,-0.160797915,0.283469669,0.027003565,-0.011864931,-0.502658779,9.85E-16,Normal
GSM153181,-7.903418633,1.545743818,0.655100231,3.300782208,1.224054544,-2.253035499,0.860100536,0.481016507,-0.211369105,-2.078699212,0.938867912,-0.136236857,-0.428086635,-0.403373451,0.253198948,0.275338631,-1.682208761,0.47326414,-2.100580463,-0.457060998,-1.491779017,-0.256689381,-2.375084735,0.640760963,1.250331368,0.204046189,1.365924361,-0.871349088,-0.298039156,0.808545032,0.400491784,1.260037878,-0.170324562,-0.949952946,1.449031529,-0.085570559,0.562895935,-0.304034991,-0.899054542,-2.11393248,-0.380666424,-0.359840574,-0.140826168,0.098730738,-0.108627902,0.144848488,-0.812126311,-0.085672458,-1.213608881,0.288378964,0.447047461,-0.264175301,0.662375374,-0.646819881,-1.822490374,-0.409731484,-0.362224884,1.333678603,-0.863630223,-0.564238085,0.489426421,0.381082396,0.421113183,0.529899485,0.622218454,-0.153473306,-0.506266004,-0.162233223,1.861690101,-0.113574337,0.280266124,0.245195506,-0.890451345,0.214891621,0.584042715,0.826682927,0.949021782,1.541228634,0.724689201,0.361102433,0.768729389,-0.475166443,0.765508129,0.639674086,0.763607117,0.593187976,-0.346338726,0.815646917,0.950537935,0.625093931,0.679630656,0.269992227,0.415453229,-1.367694499,1.365353183,-0.055866114,-0.786460233,-0.597666498,-0.603665725,1.195736526,0.314416768,-1.025288858,0.012160206,-0.477413522,0.309257541,-0.276946017,-0.669684495,0.181132766,0.219745957,0.424031465,0.297669142,0.325699698,-1.085957338,1.084907965,1.301322434,0.556580085,-0.5709241,-0.20046435,-0.169691647,1.372515949,-1.544709315,0.121764854,0.528174992,0.33488914,-0.142001997,-0.366725913,0.555744235,0.627087626,0.970630791,0.150794005,0.010203567,0.490648551,0.094378458,-0.509947827,0.172610409,-0.105159323,-0.457687941,0.419128944,0.591995497,0.297358941,0.517951776,-0.263973864,0.260144078,0.368143293,0.033549563,-0.405835995,0.127120782,-0.030016358,-0.096324118,-1.049961391,1.099824548,-0.115005016,0.510034223,0.706506168,-0.194992961,-0.588451549,-0.075103753,0.125898978,0.218848802,-0.154360882,-0.378610001,-0.042947722,0.035551829,-0.678852752,0.564496937,0.7111319,0.011436648,-1.71E-15,Normal
GSM153182,4.612502638,21.22961729,5.147023673,-6.179009293,-9.458094918,5.325948166,3.69099795,-2.4834121,4.431096268,-1.847331977,-6.104434402,1.34003692,3.151209845,2.811498821,1.806931614,4.719334086,-1.277931421,5.975848471,-3.852766195,8.248607985,0.713647972,-4.552459507,2.460865641,-2.119756112,3.033251427,-0.268174484,4.090078398,-0.815612617,-0.292601968,1.005692808,0.131609015,-0.178536458,-0.675197698,3.643926424,-0.871150369,-0.621099845,-0.102251441,0.763990331,1.689710915,-0.270957703,-0.691244829,0.535554216,0.984260385,-0.34719567,-0.273807102,0.363034604,0.702213048,0.905027032,-0.525764548,0.428701032,0.429400334,0.415866322,0.311720475,-0.770346566,-0.258195261,-0.232948593,0.101689025,0.285746175,0.243096875,-0.515585845,-0.611779098,-0.404019281,0.363239119,-0.245793012,-0.70116099,0.325562452,-0.386535004,-0.50749415,0.472052195,-0.872152394,-0.111208391,-0.364782439,-0.942744078,-0.011408022,0.181400516,-0.423813622,0.246646933,-0.182532378,-0.299684326,-0.260911101,-0.822895674,-0.570484795,0.586860253,-0.021479406,-0.609660929,1.097906647,-0.157303945,-0.119028027,-0.696853944,-0.281223728,-0.297181107,0.009497374,-0.379985142,-0.267415006,0.088579083,-0.073899985,-0.129739797,0.261106186,0.08324624,0.262769269,0.041915962,0.122727173,0.233225474,-0.349508821,-0.642094189,-0.407181965,0.246087444,0.26180204,-0.232065635,0.380113358,0.109480817,0.016505654,-0.334028084,0.052448696,0.3590116,-0.208216022,-0.212940238,-0.315079168,-0.223192455,-0.075421247,0.159916523,0.099898948,0.226107397,0.016793435,0.113900546,0.297082018,-0.069566571,0.226231152,-0.099413242,-0.095138763,0.223403916,0.397846586,-0.252450034,-0.05472611,0.190681722,-0.004736413,-0.052953393,-0.009479268,-0.077576535,0.065955689,-0.109821259,0.10113935,0.133741777,-0.029441941,-0.102956335,0.063946974,-0.142366827,0.053166694,0.013196315,0.146645068,0.119043134,0.136762484,-0.015662306,-0.079130441,0.099133035,0.151697384,-0.076847717,0.098441385,-0.293660781,-0.083815927,-0.209726224,-0.271018395,-0.070400569,-0.035184184,0.054371782,-0.239003514,0.053968132,1.36E-15,Normal
